day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
2;297300;COCONUTS;7906;146;;;;;7909;146;;;;;7907.5;-5756.5
2;297300;PINA_COLADAS;14854;37;14853;70;;;14856;37;14857;70;;;14855.0;-82922.0
2;297400;BANANAS;4833;27;;;;;4839;27;;;;;4836.0;561.171875
2;297400;PEARLS;9996;1;9995;26;;;10004;1;10005;26;;;10000.0;3547.0
2;297400;COCONUTS;7906;113;;;;;7907;2;7909;167;;;7906.5;-6032.5
2;297400;PINA_COLADAS;14854;78;;;;;14855;25;14857;78;;;14854.5;-83101.0
2;297500;BANANAS;4833;26;;;;;4839;26;;;;;4836.0;562.359375
2;297500;PEARLS;9995;26;;;;;10005;26;;;;;10000.0;3547.0
2;297500;COCONUTS;7906;168;;;;;7909;168;;;;;7907.5;-5784.0
2;297500;PINA_COLADAS;14856;36;14855;56;;;14858;36;14859;56;;;14857.0;-83562.5
2;297600;BANANAS;4833;29;;;;;4838;3;4839;1;4840;28;4835.5;557.828125
2;297600;PEARLS;9996;1;9995;28;;;10002;3;10004;1;10005;28;9999.0;3547.0
2;297600;COCONUTS;7907;143;7906;125;;;7909;197;;;;;7908.0;-6044.5
2;297600;PINA_COLADAS;14858;28;14857;56;;;14861;84;;;;;14859.5;-84201.0
2;297700;PEARLS;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;3547.0
2;297700;BANANAS;4833;23;;;;;4839;23;;;;;4836.0;560.9453125
2;297700;COCONUTS;7907;174;;;;;7910;174;;;;;7908.5;-6305.5
2;297700;PINA_COLADAS;14857;78;;;;;14860;78;;;;;14858.5;-84069.5
2;297800;PEARLS;9996;2;9995;27;;;10002;7;10004;2;10005;27;9999.0;3547.0
2;297800;BANANAS;4832;29;;;;;4837;7;4839;29;;;4834.5;570.796875
2;297800;COCONUTS;7909;47;7908;114;;;7911;161;;;;;7910.0;-7245.0
2;297800;PINA_COLADAS;14862;74;;;;;14865;74;;;;;14863.5;-85468.0
2;297900;PINA_COLADAS;14860;83;;;;;14863;83;;;;;14861.5;-84805.5
2;297900;PEARLS;10002;1;9996;2;9995;22;10004;2;10005;22;;;10003.0;3547.0
2;297900;BANANAS;4832;24;;;;;4838;2;4839;22;;;4835.0;579.5078125
2;297900;COCONUTS;7908;221;;;;;7911;221;;;;;7909.5;-7014.5
2;298000;PEARLS;9995;26;;;;;10005;26;;;;;10000.0;3549.0
2;298000;BANANAS;4832;26;;;;;4839;26;;;;;4835.5;569.609375
2;298000;COCONUTS;7909;191;;;;;7912;191;;;;;7910.5;-7532.5
2;298000;PINA_COLADAS;14859;92;;;;;14860;33;14862;92;;;14859.5;-84575.5
2;298100;PEARLS;9995;29;;;;;10005;29;;;;;10000.0;3549.0
2;298100;BANANAS;4831;29;;;;;4832;1;4838;29;;;4831.5;584.015625
2;298100;COCONUTS;7910;76;7909;134;;;7912;210;;;;;7911.0;-7826.0
2;298100;PINA_COLADAS;14861;90;;;;;14864;90;;;;;14862.5;-85270.0
2;298200;PEARLS;9995;30;;;;;9998;1;10005;30;;;9996.5;3549.0
2;298200;BANANAS;4831;30;;;;;4838;30;;;;;4834.5;590.828125
2;298200;COCONUTS;7910;171;;;;;7913;171;;;;;7911.5;-8402.5
2;298200;PINA_COLADAS;14861;95;;;;;14864;95;;;;;14862.5;-85278.5
2;298300;PINA_COLADAS;14859;92;;;;;14862;92;;;;;14860.5;-84547.5
2;298300;PEARLS;9995;20;;;;;10005;20;;;;;10000.0;3551.0
2;298300;BANANAS;4831;20;;;;;4838;20;;;;;4834.5;594.875
2;298300;COCONUTS;7910;53;7909;111;;;7912;164;;;;;7911.0;-7907.0
2;298400;BANANAS;4831;28;;;;;4835;7;4837;28;;;4833.0;602.765625
2;298400;PEARLS;9996;2;9995;26;;;10002;7;10004;2;10005;26;9999.0;3551.0
2;298400;COCONUTS;7910;140;7909;102;;;7912;174;;;;;7911.0;-7889.0
2;298400;PINA_COLADAS;14858;29;14857;56;;;14861;85;;;;;14859.5;-84201.5
2;298500;PEARLS;9995;20;;;;;10005;20;;;;;10000.0;3551.0
2;298500;COCONUTS;7910;154;;;;;7913;154;;;;;7911.5;-8119.0
2;298500;PINA_COLADAS;14859;110;;;;;14862;110;;;;;14860.5;-84551.0
2;298500;BANANAS;4835;1;4831;20;;;4837;20;;;;;4836.0;603.5
2;298600;PEARLS;9998;8;9996;2;9995;26;10004;2;10005;26;;;10001.0;3551.0
2;298600;COCONUTS;7911;63;7910;134;;;7913;197;;;;;7912.0;-8504.5
2;298600;PINA_COLADAS;14860;27;14859;61;;;14862;27;14863;61;;;14861.0;-84737.5
2;298600;BANANAS;4831;7;4830;28;;;4837;28;;;;;4834.0;611.7734375
2;298700;PINA_COLADAS;14858;89;;;;;14861;89;;;;;14859.5;-84281.0
2;298700;BANANAS;4833;3;4830;30;;;4836;2;4837;28;;;4834.5;617.703125
2;298700;PEARLS;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;3551.0
2;298700;COCONUTS;7910;144;;;;;7913;144;;;;;7911.5;-8125.5
2;298800;BANANAS;4835;9;4830;20;;;4837;20;;;;;4836.0;607.8125
2;298800;PEARLS;9995;20;;;;;10005;20;;;;;10000.0;3554.0
2;298800;COCONUTS;7909;182;;;;;7912;182;;;;;7910.5;-7595.5
2;298800;PINA_COLADAS;14859;22;14858;75;;;14861;22;14862;75;;;14860.0;-84461.5
2;298900;PEARLS;9998;7;9996;2;9995;22;10004;2;10005;22;;;10001.0;3554.0
2;298900;COCONUTS;7908;65;7907;131;;;7910;196;;;;;7909.0;-6657.5
2;298900;PINA_COLADAS;14854;78;;;;;14857;78;;;;;14855.5;-83040.5
2;298900;BANANAS;4831;31;;;;;4833;1;4837;24;;;4832.0;603.5703125
2;299000;PEARLS;9995;25;;;;;10005;25;;;;;10000.0;3554.0
2;299000;COCONUTS;7908;174;;;;;7911;174;;;;;7909.5;-7160.0
2;299000;PINA_COLADAS;14854;31;14853;57;;;14857;88;;;;;14855.5;-83145.0
2;299000;BANANAS;4830;25;;;;;4837;25;;;;;4833.5;606.9296875
2;299100;PINA_COLADAS;14855;89;;;;;14858;89;;;;;14856.5;-83399.5
2;299100;BANANAS;4831;21;;;;;4836;6;4838;21;;;4833.5;594.9609375
2;299100;PEARLS;9995;21;;;;;10002;6;10005;21;;;9998.5;3554.0
2;299100;COCONUTS;7907;193;;;;;7910;193;;;;;7908.5;-6537.0
2;299200;BANANAS;4832;2;4831;24;;;4838;26;;;;;4835.0;585.890625
2;299200;PEARLS;9996;2;9995;24;;;10004;2;10005;24;;;10000.0;3554.0
2;299200;COCONUTS;7908;216;;;;;7910;66;7911;150;;;7909.0;-6809.0
2;299200;PINA_COLADAS;14853;77;;;;;14856;21;14857;56;;;14854.5;-83066.0
2;299300;PEARLS;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;3554.0
2;299300;COCONUTS;7908;219;;;;;7910;69;7911;150;;;7909.0;-6817.0
2;299300;PINA_COLADAS;14853;90;;;;;14856;90;;;;;14854.5;-83042.5
2;299300;BANANAS;4832;21;;;;;4838;1;4839;20;;;4835.0;579.8125
2;299400;PEARLS;9996;1;9995;29;;;10004;1;10005;29;;;10000.0;3554.0
2;299400;COCONUTS;7908;168;;;;;7909;43;7910;48;7911;120;7908.5;-6831.0
2;299400;PINA_COLADAS;14854;98;;;;;14857;98;;;;;14855.5;-83151.0
2;299400;BANANAS;4832;1;4831;29;;;4838;30;;;;;4835.0;584.921875
2;299500;PINA_COLADAS;14854;31;14853;69;;;14856;31;14857;69;;;14855.0;-83122.25
2;299500;BANANAS;4832;25;;;;;4838;25;;;;;4835.0;580.9453125
2;299500;PEARLS;9996;1;9995;24;;;10004;1;10005;24;;;10000.0;3554.0
2;299500;COCONUTS;7908;203;;;;;7911;203;;;;;7909.5;-6968.5
2;299600;BANANAS;4832;31;;;;;4839;31;;;;;4835.5;574.2265625
2;299600;PEARLS;9996;1;9995;30;;;10000;4;10004;1;10005;30;9998.0;3554.0
2;299600;COCONUTS;7907;80;7906;136;;;7909;216;;;;;7908.0;-6058.0
2;299600;PINA_COLADAS;14853;113;;;;;14856;113;;;;;14854.5;-82941.0
2;299700;PEARLS;9996;2;9995;25;;;10004;2;10005;25;;;10000.0;3554.0
2;299700;COCONUTS;7905;202;;;;;7908;202;;;;;7906.5;-5314.5
2;299700;PINA_COLADAS;14851;27;14850;62;;;14853;27;14854;62;;;14852.0;-82433.25
2;299700;BANANAS;4833;27;;;;;4839;27;;;;;4836.0;560.703125
2;299800;PEARLS;10000;2;9996;1;9995;28;10004;1;10005;28;;;10002.0;3557.0
2;299800;COCONUTS;7906;187;;;;;7908;60;7909;127;;;7907.0;-5651.0
2;299800;PINA_COLADAS;14852;22;14851;101;;;14854;101;;;;;14853.0;-82599.75
2;299800;BANANAS;4837;2;4833;29;;;4840;29;;;;;4838.5;551.2890625
2;299900;PINA_COLADAS;14851;73;;;;;14852;19;14854;20;14855;73;14851.5;-82648.25
2;299900;PEARLS;9996;2;9995;29;;;10004;2;10005;29;;;10000.0;3559.0
2;299900;BANANAS;4833;31;;;;;4839;2;4840;29;;;4836.0;559.6484375
2;299900;COCONUTS;7907;50;7906;111;;;7909;161;;;;;7908.0;-6138.0
2;300000;PEARLS;9998;7;9996;1;9995;21;10004;1;10005;21;;;10001.0;3559.0
2;300000;BANANAS;4834;7;4833;22;;;4839;22;;;;;4836.5;560.4296875
2;300000;COCONUTS;7907;204;;;;;7910;204;;;;;7908.5;-6376.5
2;300000;PINA_COLADAS;14853;25;14852;57;;;14855;25;14856;57;;;14854.0;-82845.5
2;300100;COCONUTS;7907;64;7906;149;;;7909;213;;;;;7908.0;-6048.5
2;300100;PINA_COLADAS;14851;113;;;;;14854;113;;;;;14852.5;-82587.0
2;300100;PEARLS;9996;2;9995;29;;;10004;2;10005;29;;;10000.0;3559.0
2;300100;BANANAS;4833;31;;;;;4840;31;;;;;4836.5;550.953125
2;300200;COCONUTS;7907;173;;;;;7910;173;;;;;7908.5;-6554.0
2;300200;PINA_COLADAS;14852;31;14851;73;;;14855;104;;;;;14853.5;-82685.0
2;300200;PEARLS;9996;1;9995;21;;;10004;1;10005;21;;;10000.0;3559.0
2;300200;BANANAS;4833;21;;;;;4840;22;;;;;4836.5;544.578125
2;300300;PINA_COLADAS;14850;91;;;;;14853;91;;;;;14851.5;-82354.0
2;300300;PEARLS;9995;28;;;;;10005;28;;;;;10000.0;3559.0
2;300300;BANANAS;4833;28;;;;;4840;28;;;;;4836.5;547.6640625
2;300300;COCONUTS;7907;42;7906;117;;;7909;159;;;;;7908.0;-6128.5
2;300400;PEARLS;9996;2;9995;29;;;10004;2;10005;29;;;10000.0;3559.0
2;300400;BANANAS;4833;31;;;;;4839;2;4840;29;;;4836.0;556.1796875
2;300400;COCONUTS;7906;153;;;;;7908;53;7909;100;;;7907.0;-5564.5
2;300400;PINA_COLADAS;14849;90;;;;;14852;90;;;;;14850.5;-82150.75
2;300500;COCONUTS;7906;75;7905;132;;;7908;207;;;;;7907.0;-5461.5
2;300500;PINA_COLADAS;14849;85;;;;;14852;85;;;;;14850.5;-82217.25
2;300500;PEARLS;9996;1;9995;21;;;10004;1;10005;21;;;10000.0;3559.0
2;300500;BANANAS;4833;22;;;;;4839;22;;;;;4836.0;562.703125
2;300600;COCONUTS;7907;167;;;;;7909;51;7910;116;;;7908.0;-6247.0
2;300600;PINA_COLADAS;14851;8;14850;52;;;14853;37;14854;52;;;14852.0;-82456.0
2;300600;BANANAS;4832;23;;;;;4839;23;;;;;4835.5;572.6171875
2;300600;PEARLS;9996;2;9995;21;;;9998;1;10004;2;10005;21;9997.0;3559.0
2;300700;PINA_COLADAS;14848;92;;;;;14851;92;;;;;14849.5;-82002.0
2;300700;BANANAS;4833;32;;;;;4839;32;;;;;4836.0;562.90625
2;300700;PEARLS;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;3561.0
2;300700;COCONUTS;7906;209;;;;;7908;74;7909;149;;;7907.0;-5666.0
2;300800;BANANAS;4833;21;;;;;4840;21;;;;;4836.5;556.703125
2;300800;PEARLS;10002;1;9995;21;;;10005;21;;;;;10003.5;3561.0
2;300800;COCONUTS;7906;171;;;;;7908;64;7909;107;;;7907.0;-5670.5
2;300800;PINA_COLADAS;14850;100;;;;;14853;100;;;;;14851.5;-82341.75
2;300900;COCONUTS;7905;190;;;;;7907;190;;;;;7906.0;-4951.0
2;300900;PINA_COLADAS;14845;97;;;;;14848;97;;;;;14846.5;-81385.5
2;300900;BANANAS;4833;23;;;;;4839;23;;;;;4836.0;560.546875
2;300900;PEARLS;9995;23;;;;;10005;23;;;;;10000.0;3563.0
2;301000;COCONUTS;7905;77;7904;104;;;7907;181;;;;;7906.0;-4898.0
2;301000;PINA_COLADAS;14847;37;14846;102;;;14849;30;14850;72;;;14848.0;-81668.375
2;301000;BANANAS;4833;23;;;;;4839;2;4840;22;;;4836.0;555.7890625
2;301000;PEARLS;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;3563.0
2;301100;PINA_COLADAS;14854;86;;;;;14857;86;;;;;14855.5;-82439.125
2;301100;BANANAS;4833;32;;;;;4839;32;;;;;4836.0;563.9453125
2;301100;PEARLS;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;3575.0
2;301100;COCONUTS;7907;193;;;;;7910;193;;;;;7908.5;-6317.0
2;301200;BANANAS;4832;27;;;;;4833;1;4839;27;;;4832.5;579.9765625
2;301200;PEARLS;9996;1;9995;26;;;10004;1;10005;26;;;10000.0;3581.0
2;301200;COCONUTS;7907;181;;;;;7909;42;7910;139;;;7908.0;-6243.0
2;301200;PINA_COLADAS;14857;39;14856;70;;;14859;39;14860;70;;;14858.0;-83002.0
2;301300;PINA_COLADAS;14858;98;;;;;14861;98;;;;;14859.5;-83673.5
2;301300;BANANAS;4832;21;;;;;4839;21;;;;;4835.5;582.078125
2;301300;PEARLS;9995;21;;;;;10005;21;;;;;10000.0;3587.0
2;301300;COCONUTS;7907;182;;;;;7909;50;7910;132;;;7908.0;-6163.5
2;301400;PINA_COLADAS;14857;95;;;;;14860;95;;;;;14858.5;-83355.0
2;301400;BANANAS;4832;21;;;;;4839;21;;;;;4835.5;584.015625
2;301400;PEARLS;10000;3;9995;21;;;10005;21;;;;;10002.5;3615.0
2;301400;COCONUTS;7907;193;;;;;7909;193;;;;;7908.0;-6142.0
2;301500;PINA_COLADAS;14855;97;;;;;14858;97;;;;;14856.5;-82680.0
2;301500;BANANAS;4832;3;4831;25;;;4838;25;;;;;4835.0;592.6328125
2;301500;PEARLS;9998;3;9996;2;9995;23;10004;2;10005;23;;;10001.0;3615.0
2;301500;COCONUTS;7905;194;;;;;7908;194;;;;;7906.5;-5349.5
2;301600;BANANAS;4832;29;;;;;4838;29;;;;;4835.0;586.484375
2;301600;PEARLS;9996;1;9995;28;;;10004;1;10005;28;;;10000.0;3615.0
2;301600;COCONUTS;7905;197;;;;;7908;197;;;;;7906.5;-5307.0
2;301600;PINA_COLADAS;14856;90;;;;;14859;90;;;;;14857.5;-83062.0
2;301700;PINA_COLADAS;14853;75;;;;;14856;75;;;;;14854.5;-82220.0
2;301700;BANANAS;4832;22;;;;;4838;22;;;;;4835.0;586.65625
2;301700;PEARLS;9996;1;9995;21;;;10004;1;10005;21;;;10000.0;3621.0
2;301700;COCONUTS;7904;175;;;;;7907;175;;;;;7905.5;-4506.0
2;301800;PINA_COLADAS;14854;26;14853;97;;;14856;97;;;;;14855.0;-82185.0
2;301800;BANANAS;4831;30;;;;;4834;2;4838;30;;;4832.5;592.4375
2;301800;PEARLS;9995;30;;;;;10005;30;;;;;10000.0;3621.0
2;301800;COCONUTS;7903;183;;;;;7906;183;;;;;7904.5;-4165.5
2;301900;PINA_COLADAS;14854;24;14853;58;;;14856;24;14857;58;;;14855.0;-82315.0
2;301900;BANANAS;4831;23;;;;;4838;23;;;;;4834.5;593.5
2;301900;PEARLS;9995;23;;;;;10005;23;;;;;10000.0;3621.0
2;301900;COCONUTS;7903;180;;;;;7906;180;;;;;7904.5;-3924.5
2;302000;BANANAS;4831;24;;;;;4834;3;4838;24;;;4832.5;588.9453125
2;302000;PEARLS;10000;4;9995;24;;;10005;24;;;;;10002.5;3621.0
2;302000;COCONUTS;7902;171;;;;;7905;171;;;;;7903.5;-3472.0
2;302000;PINA_COLADAS;14851;79;;;;;14854;79;;;;;14852.5;-81559.5
2;302100;PEARLS;9996;2;9995;20;;;10004;2;10005;20;;;10000.0;3621.0
2;302100;BANANAS;4835;1;4832;22;;;4838;22;;;;;4836.5;586.4296875
2;302100;COCONUTS;7902;154;;;;;7905;154;;;;;7903.5;-3516.5
2;302100;PINA_COLADAS;14849;86;;;;;14852;86;;;;;14850.5;-81023.5
2;302200;PINA_COLADAS;14851;78;;;;;14854;21;14855;57;;;14852.5;-81650.5
2;302200;PEARLS;9996;2;9995;20;;;10004;2;10005;20;;;10000.0;3621.0
2;302200;BANANAS;4832;2;4831;20;;;4838;22;;;;;4835.0;592.046875
2;302200;COCONUTS;7902;178;;;;;7903;70;7905;178;;;7902.5;-3513.5
2;302300;PEARLS;10002;1;9996;1;9995;21;10004;1;10005;21;;;10003.0;3621.0
2;302300;BANANAS;4832;1;4831;21;;;4838;22;;;;;4835.0;588.65625
2;302300;COCONUTS;7903;179;;;;;7905;40;7906;139;;;7904.0;-3732.25
2;302300;PINA_COLADAS;14852;98;;;;;14855;98;;;;;14853.5;-81925.0
2;302400;PEARLS;9996;1;9995;28;;;9998;3;10004;1;10005;28;9997.0;3623.0
2;302400;BANANAS;4831;29;;;;;4837;1;4838;28;;;4834.0;597.9609375
2;302400;COCONUTS;7903;167;;;;;7905;55;7906;112;;;7904.0;-3771.25
2;302400;PINA_COLADAS;14851;81;;;;;14854;81;;;;;14852.5;-81520.0
2;302500;PEARLS;9996;1;9995;28;;;10004;1;10005;28;;;10000.0;3629.0
2;302500;BANANAS;4830;29;;;;;4833;6;4837;29;;;4831.5;611.8359375
2;302500;COCONUTS;7902;217;;;;;7905;217;;;;;7903.5;-3345.0
2;302500;PINA_COLADAS;14848;92;;;;;14851;92;;;;;14849.5;-80591.5
2;302600;PINA_COLADAS;14848;38;14847;50;;;14851;88;;;;;14849.5;-80544.0
2;302600;PEARLS;9996;2;9995;25;;;10004;2;10005;25;;;10000.0;3629.0
2;302600;BANANAS;4831;2;4830;25;;;4837;27;;;;;4834.0;605.734375
2;302600;COCONUTS;7902;171;;;;;7905;171;;;;;7903.5;-3484.75
2;302700;PEARLS;9996;2;9995;29;;;10004;2;10005;29;;;10000.0;3629.0
2;302700;BANANAS;4836;1;4831;31;;;4837;2;4838;29;;;4836.5;600.3359375
2;302700;COCONUTS;7903;175;;;;;7905;60;7906;115;;;7904.0;-3771.5
2;302700;PINA_COLADAS;14848;89;;;;;14851;29;14852;60;;;14849.5;-80744.0
2;302800;PEARLS;9998;9;9996;2;9995;20;10004;2;10005;20;;;10001.0;3629.0
2;302800;COCONUTS;7904;180;;;;;7907;180;;;;;7905.5;-4352.0
2;302800;BANANAS;4832;9;4831;22;;;4837;22;;;;;4834.5;604.9609375
2;302800;PINA_COLADAS;14847;38;14846;89;;;14849;89;;;;;14848.0;-80036.5
2;302900;BANANAS;4832;2;4831;23;;;4837;2;4838;21;;;4834.5;602.390625
2;302900;PEARLS;10002;11;9998;2;9996;2;10004;2;10005;21;;;10003.0;3629.0
2;302900;COCONUTS;7904;195;;;;;7907;195;;;;;7905.5;-4490.5
2;302900;PINA_COLADAS;14846;96;;;;;14849;96;;;;;14847.5;-80030.0
2;303000;PINA_COLADAS;14847;32;14846;53;;;14849;32;14850;53;;;14848.0;-80208.0
2;303000;PEARLS;9996;2;9995;21;;;10002;9;10004;2;10005;21;9999.0;3651.0
2;303000;COCONUTS;7905;200;;;;;7907;55;7908;145;;;7906.0;-4761.75
2;303000;BANANAS;4830;23;;;;;4835;9;4837;23;;;4832.5;610.4765625
2;303100;BANANAS;4830;28;;;;;4836;2;4837;26;;;4833.0;616.1171875
2;303100;PEARLS;9996;2;9995;26;;;9998;3;10004;2;10005;26;9997.0;3651.0
2;303100;COCONUTS;7905;177;;;;;7907;73;7908;104;;;7906.0;-4822.0
2;303100;PINA_COLADAS;14846;32;14845;69;;;14848;32;14849;69;;;14847.0;-79871.0
2;303200;PEARLS;9996;2;9995;29;;;10004;2;10005;29;;;10000.0;3657.0
2;303200;COCONUTS;7904;155;;;;;7907;155;;;;;7905.5;-4399.0
2;303200;BANANAS;4830;2;4829;29;;;4836;31;;;;;4833.0;625.359375
2;303200;PINA_COLADAS;14844;29;14843;62;;;14846;29;14847;62;;;14845.0;-79302.5
2;303300;BANANAS;4830;27;;;;;4836;2;4837;25;;;4833.0;617.53125
2;303300;PEARLS;9996;2;9995;25;;;10004;2;10005;25;;;10000.0;3657.0
2;303300;COCONUTS;7904;49;7903;108;;;7906;157;;;;;7905.0;-4085.0
2;303300;PINA_COLADAS;14841;92;;;;;14844;92;;;;;14842.5;-78461.5
2;303400;PINA_COLADAS;14840;92;;;;;14843;92;;;;;14841.5;-78421.5
2;303400;PEARLS;9996;1;9995;21;;;10004;1;10005;21;;;10000.0;3657.0
2;303400;COCONUTS;7903;171;;;;;7906;171;;;;;7904.5;-3843.0
2;303400;BANANAS;4829;22;;;;;4836;22;;;;;4832.5;626.734375
2;303500;BANANAS;4829;32;;;;;4834;5;4836;32;;;4831.5;625.6796875
2;303500;PEARLS;10000;2;9996;2;9995;30;10002;5;10004;2;10005;30;10001.0;3657.0
2;303500;COCONUTS;7903;189;;;;;7906;189;;;;;7904.5;-4003.5
2;303500;PINA_COLADAS;14840;91;;;;;14843;91;;;;;14841.5;-78435.75
2;303600;PEARLS;9996;2;9995;23;;;10002;6;10004;2;10005;23;9999.0;3657.0
2;303600;COCONUTS;7904;41;7903;112;;;7906;153;;;;;7905.0;-4141.5
2;303600;BANANAS;4830;25;;;;;4835;6;4837;25;;;4832.5;612.1015625
2;303600;PINA_COLADAS;14841;8;14840;57;;;14843;36;14844;57;;;14842.0;-78554.0
2;303700;BANANAS;4831;1;4830;23;;;4833;6;4837;24;;;4832.0;606.3359375
2;303700;PEARLS;10002;7;9996;1;9995;23;10004;1;10005;23;;;10003.0;3657.0
2;303700;COCONUTS;7903;191;;;;;7906;191;;;;;7904.5;-4065.5
2;303700;PINA_COLADAS;14841;30;14840;51;;;14843;30;14844;51;;;14842.0;-78585.5
2;303800;PINA_COLADAS;14842;97;;;;;14845;97;;;;;14843.5;-78886.25
2;303800;PEARLS;10000;6;9996;2;9995;30;10004;2;10005;30;;;10002.0;3665.0
2;303800;COCONUTS;7905;177;;;;;7907;41;7908;136;;;7906.0;-4862.5
2;303800;BANANAS;4831;32;;;;;4837;32;;;;;4834.0;603.7265625
2;303900;BANANAS;4831;25;;;;;4837;25;;;;;4834.0;606.5703125
2;303900;PEARLS;9995;25;;;;;10005;25;;;;;10000.0;3665.0
2;303900;COCONUTS;7905;153;;;;;7908;153;;;;;7906.5;-5145.5
2;303900;PINA_COLADAS;14844;85;;;;;14847;85;;;;;14845.5;-79226.875
2;304000;PEARLS;9995;27;;;;;10005;27;;;;;10000.0;3665.0
2;304000;COCONUTS;7907;155;;;;;7909;155;;;;;7908.0;-6003.5
2;304000;BANANAS;4831;27;;;;;4837;27;;;;;4834.0;609.109375
2;304000;PINA_COLADAS;14847;26;14846;74;;;14849;26;14850;74;;;14848.0;-79520.25
2;304100;BANANAS;4831;4;4830;29;;;4837;29;;;;;4834.0;612.4453125
2;304100;PEARLS;10002;1;9998;4;9995;29;10005;29;;;;;10003.5;3665.0
2;304100;COCONUTS;7905;211;;;;;7908;211;;;;;7906.5;-5244.0
2;304100;PINA_COLADAS;14845;40;14844;60;;;14846;40;14848;100;;;14845.5;-79307.25
2;304200;PINA_COLADAS;14841;96;;;;;14844;96;;;;;14842.5;-78718.5
2;304200;PEARLS;9996;1;9995;27;;;10002;10;10004;1;10005;27;9999.0;3665.0
2;304200;COCONUTS;7905;178;;;;;7908;178;;;;;7906.5;-5008.5
2;304200;BANANAS;4831;1;4830;27;;;4833;6;4835;10;4837;28;4832.0;611.7734375
2;304300;PEARLS;9995;23;;;;;10005;23;;;;;10000.0;3665.0
2;304300;BANANAS;4830;23;;;;;4837;23;;;;;4833.5;613.640625
2;304300;COCONUTS;7904;179;;;;;7907;179;;;;;7905.5;-4532.5
2;304300;PINA_COLADAS;14840;104;;;;;14843;104;;;;;14841.5;-78553.5
2;304400;COCONUTS;7904;180;;;;;7906;79;7907;101;;;7905.0;-4323.0
2;304400;PEARLS;9996;2;9995;27;;;10004;2;10005;27;;;10000.0;3665.0
2;304400;BANANAS;4836;1;4831;2;4830;27;4837;29;;;;;4836.5;612.5
2;304400;PINA_COLADAS;14840;78;;;;;14843;78;;;;;14841.5;-78473.25
2;304500;PEARLS;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;3668.0
2;304500;BANANAS;4831;1;4830;20;;;4837;21;;;;;4834.0;615.640625
2;304500;COCONUTS;7903;182;;;;;7906;182;;;;;7904.5;-4006.0
2;304500;PINA_COLADAS;14840;30;14839;62;;;14841;22;14842;30;14843;62;14840.5;-78428.5
2;304600;PINA_COLADAS;14839;26;14838;69;;;14841;26;14842;69;;;14840.0;-78256.5
2;304600;COCONUTS;7904;159;;;;;7906;46;7907;113;;;7905.0;-4222.0
2;304600;PEARLS;9996;1;9995;26;;;10004;1;10005;26;;;10000.0;3671.0
2;304600;BANANAS;4831;26;;;;;4837;27;;;;;4834.0;614.71875
2;304700;PEARLS;9996;1;9995;26;;;10004;1;10005;26;;;10000.0;3671.0
2;304700;BANANAS;4830;27;;;;;4836;1;4837;26;;;4833.0;628.6953125
2;304700;COCONUTS;7905;223;;;;;7907;76;7908;147;;;7906.0;-4826.5
2;304700;PINA_COLADAS;14840;87;;;;;14841;26;14843;87;;;14840.5;-78468.75
2;304800;COCONUTS;7904;178;;;;;7907;178;;;;;7905.5;-4545.0
2;304800;PEARLS;9996;2;9995;25;;;10004;2;10005;25;;;10000.0;3671.0
2;304800;BANANAS;4830;27;;;;;4836;2;4837;25;;;4833.0;628.1875
2;304800;PINA_COLADAS;14841;89;;;;;14844;89;;;;;14842.5;-78681.25
2;304900;PEARLS;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;3671.0
2;304900;BANANAS;4830;28;;;;;4836;1;4837;27;;;4833.0;630.6484375
2;304900;COCONUTS;7904;180;;;;;7907;180;;;;;7905.5;-4358.5
2;304900;PINA_COLADAS;14842;89;;;;;14845;89;;;;;14843.5;-78809.5
2;305000;PINA_COLADAS;14843;40;14842;58;;;14845;40;14846;58;;;14844.0;-78948.5
2;305000;COCONUTS;7905;165;;;;;7906;43;7907;64;7908;101;7905.5;-4881.5
2;305000;PEARLS;9995;22;;;;;9998;1;10005;22;;;9996.5;3671.0
2;305000;BANANAS;4829;22;;;;;4836;22;;;;;4832.5;639.671875
2;305100;BANANAS;4829;23;;;;;4835;2;4836;21;;;4832.0;647.53125
2;305100;PEARLS;9996;2;9995;21;;;9998;3;10004;2;10005;21;9997.0;3673.0
2;305100;COCONUTS;7906;150;;;;;7907;65;7908;44;7909;106;7906.5;-5480.5
2;305100;PINA_COLADAS;14845;22;14844;58;;;14847;22;14848;58;;;14846.0;-79296.0
2;305200;COCONUTS;7906;193;;;;;7907;55;7909;193;;;7906.5;-5687.0
2;305200;BANANAS;4835;1;4830;5;4829;29;4836;31;;;;;4835.5;640.328125
2;305200;PEARLS;9998;3;9996;2;9995;29;10004;2;10005;29;;;10001.0;3681.0
